"","iso2c","country","year","FM.AST.GOVT.ZG.M2","FM.AST.PRVT.ZG.M2","FM.LBC.MQMY.CN","FM.LBC.XMQM.CN","FM.LBL.MQMY.CN","FM.LBL.MQMY.GD.ZS","FM.LBL.MQMY.IR.ZS","FM.LBL.XMQM.CN","iso3c","region","capital","longitude","latitude","income","lending"
"344","CN","China",2006,NA,NA,NA,NA,3.456036e+13,159.769094715749,4.01057995736567,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"345","CN","China",2005,NA,NA,NA,NA,2.8301227e+13,153.031413570072,4.15411347471734,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"346","CN","China",2008,NA,NA,NA,NA,4.751666e+13,151.305053652528,3.47997096458957,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"347","CN","China",2009,NA,NA,NA,NA,61022452307585.9,179.002490012269,3.64166728861467,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"348","CN","China",2010,NA,NA,NA,NA,72585178555593.3,180.779241463819,3.67953946508408,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"349","CN","China",2007,NA,NA,NA,NA,4.0344221e+13,151.778242301695,3.4294735396254,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"350","CN","China",2011,NA,NA,NA,NA,85159087106100,180.000757443499,4.04939495682848,NA,"CHN","East Asia & Pacific (all income levels)","Beijing","116.286","40.0495","Upper middle income","IBRD"
"351","CO","Colombia",2005,NA,NA,NA,NA,104463095498153,30.7103492215786,3.00890533851163,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"352","CO","Colombia",2006,NA,NA,NA,NA,123219303423221,32.096886001808,3.38438117307504,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"353","CO","Colombia",2011,NA,NA,NA,NA,245457918998095,39.5967567032581,4.16401406217082,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"354","CO","Colombia",2009,NA,NA,NA,NA,185181789522000,36.6953116776678,3.43378626780396,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"355","CO","Colombia",2010,NA,NA,NA,NA,206399294189905,37.8767120167042,3.87207805964709,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"356","CO","Colombia",2007,NA,NA,NA,NA,144643042441388,33.5542652831518,3.3234875130569,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"357","CO","Colombia",2008,NA,NA,NA,NA,171375939568936,35.6968506893409,3.68054005410902,NA,"COL","Latin America & Caribbean (all income levels)","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"358","CR","Costa Rica",2005,NA,NA,NA,NA,5064907416924.4,53.0969681152948,4.58175326225668,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"359","CR","Costa Rica",2007,NA,NA,NA,NA,7489609991518.92,55.0771292152389,3.52276237251427,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"360","CR","Costa Rica",2008,NA,NA,NA,NA,8797006489321.95,56.0256064620751,4.39756606197228,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"361","CR","Costa Rica",2009,NA,NA,NA,NA,9499605004413.87,56.3950653335435,4.07296334776125,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"362","CR","Costa Rica",2006,NA,NA,NA,NA,6217433956043.75,53.9809875860708,3.90117521515149,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"363","CR","Costa Rica",2011,NA,NA,NA,NA,10199520724604.9,48.9133455607013,4.23885202328897,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"364","CR","Costa Rica",2010,NA,NA,NA,NA,9560539040375.14,50.0900036246936,3.92694563563943,NA,"CRI","Latin America & Caribbean (all income levels)","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"365","CU","Cuba",2005,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"366","CU","Cuba",2011,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"367","CU","Cuba",2008,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"368","CU","Cuba",2009,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"369","CU","Cuba",2010,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"370","CU","Cuba",2006,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"371","CU","Cuba",2007,NA,NA,NA,NA,NA,NA,NA,NA,"CUB","Latin America & Caribbean (all income levels)","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"372","CV","Cabo Verde",2005,NA,NA,NA,NA,72389504885.3,83.9926726482993,4.69268592273977,NA,NA,NA,NA,NA,NA,NA,NA
"373","CV","Cabo Verde",2009,NA,NA,NA,NA,105306866284,77.5004242783698,3.33436239675768,NA,NA,NA,NA,NA,NA,NA,NA
"374","CV","Cabo Verde",2010,NA,NA,NA,NA,110999181084.977,80.1041846439323,3.48826990246637,NA,NA,NA,NA,NA,NA,NA,NA
"375","CV","Cabo Verde",2011,NA,NA,NA,NA,116088044450.11,78.4781674712082,4.32192136195038,NA,NA,NA,NA,NA,NA,NA,NA
"376","CV","Cabo Verde",2007,NA,NA,NA,NA,94616749339.59,77.5714191445997,3.22222689853,NA,NA,NA,NA,NA,NA,NA,NA
"377","CV","Cabo Verde",2008,NA,NA,NA,NA,101783486098.32,75.5640125633284,3.74056617935835,NA,NA,NA,NA,NA,NA,NA,NA
"378","CV","Cabo Verde",2006,NA,NA,NA,NA,85440887942,87.7357029893905,3.81998578729341,NA,NA,NA,NA,NA,NA,NA,NA
"379","CV","Cape Verde",2005,0.0307203125895354,0.490315035027938,9866107885.30009,1347442431.69991,NA,NA,NA,11818915536.6999,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"380","CV","Cape Verde",2006,-0.272733398733456,0.646214366383345,13051383056.6999,912100405.300095,NA,NA,NA,12731015942,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"381","CV","Cape Verde",2010,-3.24663550217092,15.2023777243522,-57184377939.6,64587842302.6,NA,NA,NA,85849381455.6,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"382","CV","Cape Verde",2011,3.7362988944632,24.8660330048072,-2790341803.5,10318228604.5,NA,NA,NA,96167610060.1,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"383","CV","Cape Verde",2009,-0.0752185975591336,8.16065916983227,3523380185.62,2673008774.38,NA,NA,NA,21261539153,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"384","CV","Cape Verde",2007,-11.9002237624241,61.8428325655357,9175861397.39,2205437196.61,NA,NA,NA,14936453138.61,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"385","CV","Cape Verde",2008,2.56998044039511,15.736900627348,7166736758.99001,3652077240.00999,NA,NA,NA,18588530378.62,"CPV","Sub-Saharan Africa (all income levels)","Praia","-23.5087","14.9218","Lower middle income","Blend"
"386","CW","Curacao",2006,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"387","CW","Curacao",2005,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"388","CW","Curacao",2010,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"389","CW","Curacao",2007,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"390","CW","Curacao",2008,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"391","CW","Curacao",2009,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"392","CW","Curacao",2011,NA,NA,NA,NA,NA,NA,NA,NA,"CUW","Latin America & Caribbean (all income levels)","Willemstad","","","High income: nonOECD","Not classified"
"393","CY","Cyprus",2011,NA,NA,NA,NA,4.8056e+10,268.799642018123,56.2705765071615,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"394","CY","Cyprus",2007,NA,NA,NA,NA,32822934215.4273,206.706557185133,6.93893341322697,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"395","CY","Cyprus",2005,NA,NA,NA,NA,23823525391.526,176.965291765187,6.79038360217052,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"396","CY","Cyprus",2006,NA,NA,NA,NA,27406975194.5243,189.862047333566,5.89014790197069,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"397","CY","Cyprus",2008,NA,NA,NA,NA,4.6755e+10,270.463353965408,68.1618913227505,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"398","CY","Cyprus",2009,NA,NA,NA,NA,4.7562e+10,280.66800424879,51.5722434121781,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"399","CY","Cyprus",2010,NA,NA,NA,NA,4.9495e+10,283.395362152877,57.4189788969828,NA,"CYP","Europe & Central Asia (all income levels)","Nicosia","33.3736","35.1676","High income: nonOECD","Not classified"
"400","CZ","Czech Republic",2005,NA,NA,NA,NA,1.814655e+12,58.2356350463535,2.56297679147485,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"401","CZ","Czech Republic",2009,NA,NA,NA,NA,2.709144e+12,72.0712725450182,3.41557430883133,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"402","CZ","Czech Republic",2006,NA,NA,NA,NA,2049663400000,61.1365510757475,2.8836560976243,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"403","CZ","Czech Republic",2007,NA,NA,NA,NA,2.380013e+12,64.9819948981222,3.35972302802367,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"404","CZ","Czech Republic",2008,NA,NA,NA,NA,2.703373e+12,70.2464731547644,4.27734671382405,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"405","CZ","Czech Republic",2010,NA,NA,NA,NA,2.759972e+12,72.8055754864306,3.40172687184833,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"406","CZ","Czech Republic",2011,NA,NA,NA,NA,2.837081e+12,74.2030720816362,3.97994097510894,NA,"CZE","Europe & Central Asia (all income levels)","Prague","14.4205","50.0878","High income: OECD","Not classified"
"407","DE","Germany",2010,NA,NA,NA,NA,4.595518e+12,184.189098196393,28.1807424814368,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"408","DE","Germany",2011,NA,NA,NA,NA,4.662265e+12,178.637687267711,27.6849917129342,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"409","DE","Germany",2005,NA,NA,NA,NA,4.052433e+12,182.180947671282,49.5651927355523,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"410","DE","Germany",2006,NA,NA,NA,NA,4.21791e+12,182.285751328925,47.3973305796812,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"411","DE","Germany",2007,NA,NA,NA,NA,4.44425e+12,183.003911879761,44.7480246690746,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"412","DE","Germany",2008,NA,NA,NA,NA,4.653564e+12,188.11399466408,49.1949047806269,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"413","DE","Germany",2009,NA,NA,NA,NA,4.592456e+12,193.431724370314,35.6333192254535,NA,"DEU","Europe & Central Asia (all income levels)","Berlin","13.4115","52.5235","High income: OECD","Not classified"
"414","DJ","Djibouti",2008,NA,NA,24278392770,5836605971,142309986770,80.1466455491603,4.56279402630262,22843841755,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"415","DJ","Djibouti",2005,NA,NA,9.955e+09,-1289122273,9.7709e+10,77.5843860916793,6.15907800891196,13224512760,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"416","DJ","Djibouti",2006,NA,NA,10981480000,3058514982,108690480000,79.5422298657104,5.08265657640962,16283027742,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"417","DJ","Djibouti",2007,NA,NA,9341114000,724208042,118031594000,78.3258638423815,5.02612905008197,17007235784,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"418","DJ","Djibouti",2010,NA,NA,-39899283870,58824351589,187589432332.87,93.5244305621105,4.23910371275052,79354973349,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"419","DJ","Djibouti",2011,NA,NA,-4195819270,-6799113628,179209774979.33,81.3768719652578,4.13079432240917,72555859721,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"420","DJ","Djibouti",2009,NA,NA,24881225230,-2313219995,167191212000,78.4614791141646,3.89010297156366,20530621760,"DJI","Middle East & North Africa (all income levels)","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"421","DK","Denmark",2011,NA,NA,NA,NA,1.330603e+12,74.2618066016175,2.91734841554826,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"422","DK","Denmark",2009,NA,NA,NA,NA,1.536961e+12,92.3216141375189,3.74195605958978,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"423","DK","Denmark",2010,NA,NA,NA,NA,1.477505e+12,83.9467151804124,3.4336781300701,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"424","DK","Denmark",2005,NA,NA,NA,NA,9.85652e+11,63.7856356580168,4.8301373037768,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"425","DK","Denmark",2006,NA,NA,NA,NA,1.078903e+12,66.1230686068596,5.83668242309998,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"426","DK","Denmark",2007,NA,NA,NA,NA,1.213804e+12,71.599703644978,6.49722715334761,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"427","DK","Denmark",2008,NA,NA,NA,NA,1.441423e+12,82.2189405139999,6.67983873474525,NA,"DNK","Europe & Central Asia (all income levels)","Copenhagen","12.5681","55.6763","High income: OECD","Not classified"
"428","DM","Dominica",2008,NA,NA,NA,NA,977329939,80.043402047502,6.56343616080284,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"429","DM","Dominica",2005,NA,NA,NA,NA,755545478,77.3836672451134,5.6908512684689,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"430","DM","Dominica",2006,NA,NA,NA,NA,840088994,81.3875939010525,4.93510519501124,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"431","DM","Dominica",2007,NA,NA,NA,NA,925499156,83.0789188509874,5.66367727503447,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"432","DM","Dominica",2011,NA,NA,NA,NA,1133524972.64423,85.4201185112457,5.17528519496041,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"433","DM","Dominica",2009,NA,NA,NA,NA,1075929265,82.5732359938603,5.28055983234088,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"434","DM","Dominica",2010,NA,NA,NA,NA,1104306522.15211,86.0722152885511,5.37455934872328,NA,"DMA","Latin America & Caribbean (all income levels)","Roseau","-61.39","15.2976","Upper middle income","Blend"
"435","DO","Dominican Republic",2010,NA,NA,NA,NA,643014281473.847,33.8091065342217,4.44860604499535,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"436","DO","Dominican Republic",2009,NA,NA,NA,NA,572392739556.781,34.0961098106892,4.42703165520333,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"437","DO","Dominican Republic",2005,NA,NA,NA,NA,385340778506.933,37.7784336213981,6.6498453513783,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"438","DO","Dominican Republic",2011,NA,NA,NA,NA,723849058994.224,34.1550721560386,4.60167483440821,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"439","DO","Dominican Republic",2007,NA,NA,NA,NA,478287005614.02,35.0596242832956,4.75796136473611,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"440","DO","Dominican Republic",2008,NA,NA,NA,NA,504171417591.577,31.9872679136684,5.43659104909581,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"441","DO","Dominican Republic",2006,NA,NA,NA,NA,408316043901.85,34.3179855320327,5.42426142499884,NA,"DOM","Latin America & Caribbean (all income levels)","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"442","DZ","Algeria",2007,NA,NA,1081722064800,164276690840,5615945100018.13,60.0450476979826,0.704931069653856,1441780093010,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"443","DZ","Algeria",2005,NA,NA,308413370775.02,-874542485.02002,3794389218560.55,50.1771627373438,0.875185392197459,917617020522.56,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"444","DZ","Algeria",2006,NA,NA,739833816632.56,359886381647.44,4534223035159.82,53.3335365314028,0.766171888986994,1277503402170,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"445","DZ","Algeria",2010,NA,NA,-1697680687969.12,2908903925519.12,7545280218950.38,62.9215695456568,0.595057468770486,6055787971830,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"446","DZ","Algeria",2011,NA,NA,1141672688200,918192442890,8895160718063.12,61.262249641141,0.637277799028751,6973980414720,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"447","DZ","Algeria",2008,NA,NA,880232263500,906506040890,6496177363528.56,58.8224535684842,0.67918575810772,2348286133900,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"448","DZ","Algeria",2009,NA,NA,222502794369.12,798597912410.88,6718843502848.37,67.4039571593821,0.596254549851006,3146884046310.88,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"449","EC","Ecuador",2008,NA,NA,NA,NA,15290410000,24.7567319626178,3.41849025089079,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"450","EC","Ecuador",2009,NA,NA,NA,NA,16532918175,26.4443397476436,4.35980626232822,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"451","EC","Ecuador",2010,NA,NA,NA,NA,19630607201,29.0764804514189,7.4854749725048,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"452","EC","Ecuador",2011,NA,NA,NA,NA,22902781458,29.8330888441719,7.74265883064951,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"453","EC","Ecuador",2007,NA,NA,NA,NA,12369010000,24.2492630094427,3.51325153351958,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"454","EC","Ecuador",2005,NA,NA,NA,NA,9241330000,22.2644640065666,4.30240583440504,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"455","EC","Ecuador",2006,NA,NA,NA,NA,10447460000,22.322657531795,5.15547086474669,NA,"ECU","Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD"
"456","EE","Estonia",2006,NA,NA,NA,NA,8224662226.93748,61.4203858907581,3.70297864816406,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"457","EE","Estonia",2005,NA,NA,NA,NA,7032454335.12712,62.8923087174823,4.49107728261074,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"458","EE","Estonia",2008,NA,NA,NA,NA,9253639768.38419,56.9978692931217,3.41277488459615,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"459","EE","Estonia",2009,NA,NA,NA,NA,8406235220.43128,60.1746675906722,2.93366504074091,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"460","EE","Estonia",2010,NA,NA,NA,NA,8570424245.52299,59.6363981811472,4.42160896186698,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"461","EE","Estonia",2007,NA,NA,NA,NA,9074623240.83187,56.4714398037146,3.79895006597109,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"462","EE","Estonia",2011,NA,NA,NA,NA,1.109e+10,68.3875486802451,74.4345507544099,NA,"EST","Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified"
"463","EG","Egypt, Arab Rep.",2007,-2.36966419745403,5.99209563467374,114966110459,-18909939079,716274937900,96.1701044441461,3.89517009800214,142034099350,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"464","EG","Egypt, Arab Rep.",2008,-0.26079371218497,5.79484186919784,75102934900,9817518220,791377872800,88.3727384477945,4.19122543162782,151851617570,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"465","EG","Egypt, Arab Rep.",2009,13.3142464076233,2.40176035409617,74975784500,20484830630,866353657300,83.1273898771829,4.50179070095363,172336448200,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"466","EG","Egypt, Arab Rep.",2011,10.3981972364448,1.57959958527181,38903322600,31431602010,1038870846479.28,75.769152248507,9.59438387598751,916759808530,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"467","EG","Egypt, Arab Rep.",2006,3.76948059511275,4.40885213245416,78451645856,44316943024,601308827441,97.3464187610546,4.02324306550267,160944038429,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"468","EG","Egypt, Arab Rep.",2010,5.75492462920777,3.47248490804057,-608826370750,712991758320,973961555800.46,80.7195057020106,4.77159889243405,885328206520,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"469","EG","Egypt, Arab Rep.",2005,7.54416159974061,1.99420558186422,53898510270,23189214073,522857181585,97.095113012722,3.98413833483707,116627095405,"EGY","Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD"
"470","ER","Eritrea",2006,NA,0.975290331652222,1257172882.92,314443360.779999,23073943958.69,123.909474687669,59.1901610824352,2847679246.18,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"471","ER","Eritrea",2005,NA,2.83675848286147,2102698395.96,-147441628.860001,21816771075.67,129.242450566361,50.8024061415182,2533235885.4,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"472","ER","Eritrea",2009,NA,NA,4712640818.79,44263693.1099968,34688597639.84,121.515288363525,25.0655887219158,1635481016.99,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"473","ER","Eritrea",2010,NA,NA,-14979716888.91,21623530542.71,40096769013.43,123.187116851123,22.8465125318457,23259011559.7,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"474","ER","Eritrea",2007,NA,2.35503874791767,2795104972.92,-1680236473.42,25869048931.61,127.661026546705,49.0754030556664,1167442772.76,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"475","ER","Eritrea",2008,NA,NA,4106907889.58,423774551.120003,29975956821.51,141.260074577031,33.6738980022478,1591217323.88,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"476","ER","Eritrea",2011,NA,NA,2647947663.7,3101979534.6,45992009737.43,114.710454774854,26.0580203651864,26360991094.3,"ERI","Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA"
"477","ES","Spain",2007,NA,NA,NA,NA,1.94417e+12,184.60330376837,139.835481995816,NA,"ESP","Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified"
"478","ES","Spain",2008,NA,NA,NA,NA,2.112131e+12,194.167521612667,152.496359208337,NA,"ESP","Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified"
